bucket,action,festival,category,year,nominee,movie_title,won,tmdb_id,source_file,review_required,notes
C,MERGE,Golden Globe,Best Director,1995,Ang Lee,Sense and Sensibility,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1995,Rob Reiner,The American President,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1995,Martin Scorsese,Casino,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1994,Robert Zemeckis,Forrest Gump,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1994,Robert Redford,Quiz Show,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1994,Oliver Stone,Natural Born Killers,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1994,Quentin Tarantino,Pulp Fiction,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1994,Edward Zwick,Legends of the Fall,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1993,Steven Spielberg,Schindler's List,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1993,Jane Campion,The Piano,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1993,Andrew Davis,The Fugitive,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1993,James Ivory,The Remains of the Day,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1993,Martin Scorsese,The Age of Innocence,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1992,Clint Eastwood,Unforgiven,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1992,Robert Altman,The Player,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1992,James Ivory,Howards End,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1992,Robert Redford,A River Runs Through It,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1992,Rob Reiner,A Few Good Men,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1991,Oliver Stone,JFK,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1991,Jonathan Demme,The Silence of the Lambs,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1991,Terry Gilliam,The Fisher King,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1991,Barry Levinson,Bugsy,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1991,Barbra Streisand,The Prince of Tides,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1990,Kevin Costner,Dances with Wolves,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1990,Bernardo Bertolucci,The Sheltering Sky,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1990,Francis Ford Coppola,The Godfather Part III,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1990,Barbet Schroeder,Reversal of Fortune,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1990,Martin Scorsese,Goodfellas,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1989,Oliver Stone,Born on the Fourth of July,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1989,Spike Lee,Do the Right Thing,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1989,Rob Reiner,When Harry Met Sally...,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1989,Peter Weir,Dead Poets Society,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1989,Edward Zwick,Glory,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1988,Clint Eastwood,Bird,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1988,Barry Levinson,Rain Man,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1988,Sidney Lumet,Running on Empty,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1988,Mike Nichols,Working Girl,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1988,Alan Parker,Mississippi Burning,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1988,Fred Schepisi,A Cry in the Dark,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1987,Bernardo Bertolucci,The Last Emperor,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1987,Richard Attenborough,Cry Freedom,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1987,John Boorman,Hope and Glory,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1987,James L. Brooks,Broadcast News,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1987,Adrian Lyne,Fatal Attraction,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1986,Oliver Stone,Platoon,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1986,Woody Allen,Hannah and Her Sisters,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1986,James Ivory,A Room with a View,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1986,Roland Joffe,The Mission,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1986,Rob Reiner,Stand by Me,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1985,John Huston,Prizzi's Honor,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1985,Richard Attenborough,A Chorus Line,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1985,Sydney Pollack,Out of Africa,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1985,Steven Spielberg,The Color Purple,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1985,Peter Weir,Witness,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1984,Milos Forman,Amadeus,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1984,Francis Ford Coppola,The Cotton Club,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1984,Roland Joffe,The Killing Fields,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1984,David Lean,A Passage to India,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1984,Sergio Leone,Once Upon a Time in America,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1983,Barbra Streisand,Yentl,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1983,Bruce Beresford,Tender Mercies,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1983,Ingmar Bergman,Fanny and Alexander,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1983,James L. Brooks,Terms of Endearment,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1983,Mike Nichols,Silkwood,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1983,Peter Yates,The Dresser,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1982,Richard Attenborough,Gandhi,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1982,Costa-Gavras,Missing,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1982,Sidney Lumet,The Verdict,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1982,Sydney Pollack,Tootsie,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1982,Steven Spielberg,E.T. the Extra-Terrestrial,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1981,Warren Beatty,Reds,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1981,Milos Forman,Ragtime,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1981,Sidney Lumet,Prince of the City,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1981,Louis Malle,Atlantic City,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1981,Mark Rydell,On Golden Pond,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1981,Steven Spielberg,Raiders of the Lost Ark,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1980,Robert Redford,Ordinary People,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1980,David Lynch,The Elephant Man,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1980,Roman Polanski,Tess,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1980,Richard Rush,The Stunt Man,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1980,Martin Scorsese,Raging Bull,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1979,Francis Ford Coppola,Apocalypse Now,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1979,Hal Ashby,Being There,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1979,Robert Benton,Kramer vs. Kramer,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1979,James Bridges,The China Syndrome,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1979,Peter Yates,Breaking Away,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1978,Michael Cimino,The Deer Hunter,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1978,Woody Allen,Interiors,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1978,Hal Ashby,Coming Home,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1978,Terrence Malick,Days of Heaven,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1978,Paul Mazursky,An Unmarried Woman,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1978,Alan Parker,Midnight Express,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1977,Herbert Ross,The Turning Point,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1977,Woody Allen,Annie Hall,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1977,George Lucas,Star Wars,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1977,Steven Spielberg,Close Encounters of the Third Kind,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1977,Fred Zinnemann,Julia,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1976,Sidney Lumet,Network,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1976,Hal Ashby,Bound for Glory,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1976,John G. Avildsen,Rocky,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1976,Alan J. Pakula,All the President's Men,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1976,John Schlesinger,Marathon Man,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1975,Milos Forman,One Flew Over the Cuckoo's Nest,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1975,Robert Altman,Nashville,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1975,Stanley Kubrick,Barry Lyndon,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1975,Sidney Lumet,Dog Day Afternoon,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1975,Steven Spielberg,Jaws,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1974,Roman Polanski,Chinatown,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1974,John Cassavetes,A Woman Under the Influence,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1974,Francis Ford Coppola,The Conversation,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1974,Francis Ford Coppola,The Godfather Part II,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1974,Bob Fosse,Lenny,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1973,William Friedkin,The Exorcist,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1973,Bernardo Bertolucci,Last Tango in Paris,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1973,Peter Bogdanovich,Paper Moon,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1973,George Lucas,American Graffiti,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1973,Fred Zinnemann,The Day of the Jackal,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1972,Francis Ford Coppola,The Godfather,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1972,John Boorman,Deliverance,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1972,Bob Fosse,Cabaret,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1972,Alfred Hitchcock,Frenzy,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1972,Billy Wilder,Avanti!,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1971,William Friedkin,The French Connection,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1971,Peter Bogdanovich,The Last Picture Show,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1971,Norman Jewison,Fiddler on the Roof,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1971,Stanley Kubrick,A Clockwork Orange,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1971,Robert Mulligan,Summer of '42,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1970,Arthur Hiller,Love Story,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1970,Robert Altman,MASH,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1970,Bob Rafelson,Five Easy Pieces,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1970,Ken Russell,Women in Love,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1970,Franklin J. Schaffner,Patton,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1969,Charles Jarrott,Anne of the Thousand Days,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1969,Gene Kelly,Hello Dolly!,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1969,Stanley Kramer,The Secret of Santa Vittoria,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1969,Sydney Pollack,They Shoot Horses Don't They?,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1969,John Schlesinger,Midnight Cowboy,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1968,Paul Newman,Rachel Rachel,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1968,Anthony Harvey,The Lion in Winter,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1968,Carol Reed,Oliver!,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1968,William Wyler,Funny Girl,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1968,Franco Zeffirelli,Romeo and Juliet,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1967,Mike Nichols,The Graduate,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1967,Norman Jewison,In the Heat of the Night,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1967,Stanley Kramer,Guess Who's Coming to Dinner,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1967,Arthur Penn,Bonnie and Clyde,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1967,Mark Rydell,The Fox,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1966,Fred Zinnemann,A Man for All Seasons,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1966,Lewis Gilbert,Alfie,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1966,Claude Lelouch,A Man and a Woman,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1966,Mike Nichols,Who's Afraid of Virginia Woolf?,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1966,Robert Wise,The Sand Pebbles,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1965,David Lean,Doctor Zhivago,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1965,Guy Green,A Patch of Blue,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1965,John Schlesinger,Darling,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1965,Robert Wise,The Sound of Music,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1965,William Wyler,The Collector,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1964,George Cukor,My Fair Lady,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1964,Michael Cacoyannis,Zorba the Greek,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1964,John Frankenheimer,Seven Days in May,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1964,Peter Glenville,Becket,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1964,John Huston,The Night of the Iguana,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Elia Kazan,America America,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Hall Bartlett,The Caretakers,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,George Englund,The Ugly American,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Joseph L. Mankiewicz,Cleopatra,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Otto Preminger,The Cardinal,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Tony Richardson,Tom Jones,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Martin Ritt,Hud,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1963,Robert Wise,The Haunting,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1962,David Lean,Lawrence of Arabia,true,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1962,George Cukor,The Chapman Report,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1962,Morton DaCosta,The Music Man,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1962,Blake Edwards,Days of Wine and Roses,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1962,John Frankenheimer,The Manchurian Candidate,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
C,MERGE,Golden Globe,Best Director,1962,John Huston,Freud,false,0,awards7coltemplate.csv,TRUE,Unique to secondary file — merge into awardssample.csv
